?Order Date;Channel;SKU;Item Description;Origin;SO;Total Price;Cost;Shipping Cost;Profit
4.3.2027;NewEgg;N123456-2352;Some Item Description 2254;22936;125709;167;79;15;73
5.3.2027;Sears;N123456-2353;Some Item Description 2255;37792;125710;116;46;11;59
6.3.2027;eBay;N123456-2354;Some Item Description 2256;42702;125711;190;93;16;81
7.3.2027;Amazon;N123456-2355;Some Item Description 2257;44670;125712;113;72;20;21
8.3.2027;Walmart;N123456-2356;Some Item Description 2258;39643;125713;128;90;23;15
9.3.2027;NewEgg;N123456-2357;Some Item Description 2259;26746;125714;105;73;14;18
10.3.2027;Sears;N123456-2358;Some Item Description 2260;54550;125715;98;31;19;48
11.3.2027;eBay;N123456-2359;Some Item Description 2261;44861;125716;168;66;24;78
12.3.2027;Amazon;N123456-2360;Some Item Description 2262;29214;125717;128;39;23;66
13.3.2027;Walmart;N123456-2361;Some Item Description 2263;32566;125718;127;50;24;53
14.3.2027;NewEgg;N123456-2362;Some Item Description 2264;43584;125719;108;64;15;29
15.3.2027;Sears;N123456-2363;Some Item Description 2265;46535;125720;136;52;13;71
16.3.2027;eBay;N123456-2364;Some Item Description 2266;38563;125721;136;77;24;35
17.3.2027;Amazon;N123456-2365;Some Item Description 2267;38777;125722;190;81;21;88
18.3.2027;Walmart;N123456-2366;Some Item Description 2268;32257;125723;86;30;22;34
19.3.2027;NewEgg;N123456-2367;Some Item Description 2269;40795;125724;143;49;18;76
20.3.2027;Sears;N123456-2368;Some Item Description 2270;36494;125725;185;73;14;98
21.3.2027;eBay;N123456-2369;Some Item Description 2271;35363;125726;92;55;15;22
22.3.2027;Amazon;N123456-2370;Some Item Description 2272;23285;125727;94;48;13;33
23.3.2027;Walmart;N123456-2371;Some Item Description 2273;40971;125728;133;83;14;36
24.3.2027;NewEgg;N123456-2372;Some Item Description 2274;39818;125729;87;39;16;32
25.3.2027;Sears;N123456-2373;Some Item Description 2275;40338;125730;177;69;25;83
26.3.2027;eBay;N123456-2374;Some Item Description 2276;23211;125731;89;45;11;33
27.3.2027;Amazon;N123456-2375;Some Item Description 2277;36290;125732;122;86;12;24
28.3.2027;Walmart;N123456-2376;Some Item Description 2278;46701;125733;110;38;24;48
29.3.2027;NewEgg;N123456-2377;Some Item Description 2279;33570;125734;127;48;11;68
30.3.2027;Sears;N123456-2378;Some Item Description 2280;25171;125735;81;44;11;26
31.3.2027;eBay;N123456-2379;Some Item Description 2281;26027;125736;111;50;18;43
1.4.2027;Amazon;N123456-2380;Some Item Description 2282;54515;125737;120;62;14;44
2.4.2027;Walmart;N123456-2381;Some Item Description 2283;33798;125738;143;95;17;31
3.4.2027;NewEgg;N123456-2382;Some Item Description 2284;47402;125739;82;46;10;26
4.4.2027;Sears;N123456-2383;Some Item Description 2285;55264;125740;100;43;21;36
5.4.2027;eBay;N123456-2384;Some Item Description 2286;42864;125741;156;53;11;92
6.4.2027;Amazon;N123456-2385;Some Item Description 2287;22310;125742;138;96;19;23
7.4.2027;Walmart;N123456-2386;Some Item Description 2288;42761;125743;148;82;25;41
8.4.2027;NewEgg;N123456-2387;Some Item Description 2289;24672;125744;116;68;16;32
9.4.2027;Sears;N123456-2388;Some Item Description 2290;29327;125745;104;30;18;56
10.4.2027;eBay;N123456-2389;Some Item Description 2291;38564;125746;223;87;17;119
11.4.2027;Amazon;N123456-2390;Some Item Description 2292;40701;125747;150;88;20;42
12.4.2027;Walmart;N123456-2391;Some Item Description 2293;44966;125748;141;94;16;31
13.4.2027;NewEgg;N123456-2392;Some Item Description 2294;32975;125749;176;64;18;94
14.4.2027;Sears;N123456-2393;Some Item Description 2295;53282;125750;144;80;18;46
15.4.2027;eBay;N123456-2394;Some Item Description 2296;39784;125751;128;91;12;25
16.4.2027;Amazon;N123456-2395;Some Item Description 2297;50053;125752;114;39;10;65
17.4.2027;Walmart;N123456-2396;Some Item Description 2298;27411;125753;115;50;16;49
18.4.2027;NewEgg;N123456-2397;Some Item Description 2299;42327;125754;199;87;13;99
19.4.2027;Sears;N123456-2398;Some Item Description 2300;36726;125755;88;41;13;34
20.4.2027;eBay;N123456-2399;Some Item Description 2301;50642;125756;168;99;14;55
21.4.2027;Amazon;N123456-2400;Some Item Description 2302;27017;125757;92;38;17;37
22.4.2027;Walmart;N123456-2401;Some Item Description 2303;33038;125758;225;95;17;113
23.4.2027;NewEgg;N123456-2402;Some Item Description 2304;33821;125759;241;100;10;131
24.4.2027;Sears;N123456-2403;Some Item Description 2305;35990;125760;138;77;13;48
25.4.2027;eBay;N123456-2404;Some Item Description 2306;44676;125761;127;51;21;55
26.4.2027;Amazon;N123456-2405;Some Item Description 2307;35441;125762;116;35;22;59
27.4.2027;Walmart;N123456-2406;Some Item Description 2308;33959;125763;107;39;21;47
28.4.2027;NewEgg;N123456-2407;Some Item Description 2309;50681;125764;103;55;13;35
29.4.2027;Sears;N123456-2408;Some Item Description 2310;31558;125765;94;35;24;35
30.4.2027;eBay;N123456-2409;Some Item Description 2311;32905;125766;102;69;16;17
1.5.2027;Amazon;N123456-2410;Some Item Description 2312;50593;125767;120;70;17;33
2.5.2027;Walmart;N123456-2411;Some Item Description 2313;39224;125768;98;31;21;46
3.5.2027;NewEgg;N123456-2412;Some Item Description 2314;47861;125769;115;72;12;31
4.5.2027;Sears;N123456-2413;Some Item Description 2315;47602;125770;135;46;20;69
5.5.2027;eBay;N123456-2414;Some Item Description 2316;50152;125771;189;76;16;97
6.5.2027;Amazon;N123456-2415;Some Item Description 2317;26852;125772;133;43;20;70
7.5.2027;Walmart;N123456-2416;Some Item Description 2318;35037;125773;191;74;13;104
8.5.2027;NewEgg;N123456-2417;Some Item Description 2319;43216;125774;135;82;11;42
9.5.2027;Sears;N123456-2418;Some Item Description 2320;35284;125775;105;64;21;20
10.5.2027;eBay;N123456-2419;Some Item Description 2321;36186;125776;205;87;15;103
11.5.2027;Amazon;N123456-2420;Some Item Description 2322;42704;125777;232;95;15;122
12.5.2027;Walmart;N123456-2421;Some Item Description 2323;29437;125778;87;39;12;36
13.5.2027;NewEgg;N123456-2422;Some Item Description 2324;22459;125779;97;47;20;30
14.5.2027;Sears;N123456-2423;Some Item Description 2325;31987;125780;151;100;14;37
15.5.2027;eBay;N123456-2424;Some Item Description 2326;53995;125781;154;94;16;44
16.5.2027;Amazon;N123456-2425;Some Item Description 2327;23989;125782;183;82;22;79
17.5.2027;Walmart;N123456-2426;Some Item Description 2328;24667;125783;154;55;14;85
18.5.2027;NewEgg;N123456-2427;Some Item Description 2329;44599;125784;91;45;21;25
19.5.2027;Sears;N123456-2428;Some Item Description 2330;31363;125785;125;59;15;51
20.5.2027;eBay;N123456-2429;Some Item Description 2331;54649;125786;130;94;15;21
21.5.2027;Amazon;N123456-2430;Some Item Description 2332;36196;125787;105;40;10;55
22.5.2027;Walmart;N123456-2431;Some Item Description 2333;41380;125788;99;43;22;34
23.5.2027;NewEgg;N123456-2432;Some Item Description 2334;30852;125789;165;72;25;68
24.5.2027;Sears;N123456-2433;Some Item Description 2335;36403;125790;101;38;18;45
25.5.2027;eBay;N123456-2434;Some Item Description 2336;27363;125791;145;63;20;62
26.5.2027;Amazon;N123456-2435;Some Item Description 2337;40721;125792;201;95;19;87
27.5.2027;Walmart;N123456-2436;Some Item Description 2338;35541;125793;107;45;23;39
28.5.2027;NewEgg;N123456-2437;Some Item Description 2339;27993;125794;230;91;20;119
29.5.2027;Sears;N123456-2438;Some Item Description 2340;40504;125795;170;63;22;85
30.5.2027;eBay;N123456-2439;Some Item Description 2341;48802;125796;201;79;10;112
31.5.2027;Amazon;N123456-2440;Some Item Description 2342;50781;125797;123;55;24;44
1.6.2027;Walmart;N123456-2441;Some Item Description 2343;49157;125798;79;45;11;23
2.6.2027;NewEgg;N123456-2442;Some Item Description 2344;35519;125799;121;77;23;21
3.6.2027;Sears;N123456-2443;Some Item Description 2345;47827;125800;103;41;22;40
4.6.2027;eBay;N123456-2444;Some Item Description 2346;33115;125801;141;71;12;58
5.6.2027;Amazon;N123456-2445;Some Item Description 2347;44639;125802;125;45;23;57
6.6.2027;Walmart;N123456-2446;Some Item Description 2348;53654;125803;107;42;14;51
7.6.2027;NewEgg;N123456-2447;Some Item Description 2349;32859;125804;203;91;16;96
8.6.2027;Sears;N123456-2448;Some Item Description 2350;51856;125805;92;39;23;30
9.6.2027;eBay;N123456-2449;Some Item Description 2351;51245;125806;87;34;14;39
10.6.2027;Amazon;N123456-2450;Some Item Description 2352;22781;125807;163;83;19;61
11.6.2027;Walmart;N123456-2451;Some Item Description 2353;31258;125808;126;40;14;72
12.6.2027;NewEgg;N123456-2452;Some Item Description 2354;54734;125809;164;91;16;57
13.6.2027;Sears;N123456-2453;Some Item Description 2355;33933;125810;82;39;15;28
14.6.2027;eBay;N123456-2454;Some Item Description 2356;27876;125811;178;94;22;62
15.6.2027;Amazon;N123456-2455;Some Item Description 2357;28438;125812;145;77;20;48
16.6.2027;Walmart;N123456-2456;Some Item Description 2358;43243;125813;95;30;18;47
17.6.2027;NewEgg;N123456-2457;Some Item Description 2359;41214;125814;118;35;20;63
18.6.2027;Sears;N123456-2458;Some Item Description 2360;41276;125815;167;81;18;68
19.6.2027;eBay;N123456-2459;Some Item Description 2361;45863;125816;182;69;12;101
20.6.2027;Amazon;N123456-2460;Some Item Description 2362;36111;125817;153;55;23;75
21.6.2027;Walmart;N123456-2461;Some Item Description 2363;49761;125818;164;96;15;53
22.6.2027;NewEgg;N123456-2462;Some Item Description 2364;23906;125819;150;100;18;32
23.6.2027;Sears;N123456-2463;Some Item Description 2365;38101;125820;127;40;24;63
24.6.2027;eBay;N123456-2464;Some Item Description 2366;44905;125821;82;40;11;31
25.6.2027;Amazon;N123456-2465;Some Item Description 2367;40118;125822;100;56;11;33
26.6.2027;Walmart;N123456-2466;Some Item Description 2368;25195;125823;175;67;20;88
27.6.2027;NewEgg;N123456-2467;Some Item Description 2369;53071;125824;122;87;20;15
28.6.2027;Sears;N123456-2468;Some Item Description 2370;33345;125825;105;38;13;54
29.6.2027;eBay;N123456-2469;Some Item Description 2371;27388;125826;142;63;13;66
30.6.2027;Amazon;N123456-2470;Some Item Description 2372;33656;125827;140;81;13;46
1.7.2027;Walmart;N123456-2471;Some Item Description 2373;48467;125828;127;52;17;58
2.7.2027;NewEgg;N123456-2472;Some Item Description 2374;40200;125829;215;94;12;109
3.7.2027;Sears;N123456-2473;Some Item Description 2375;45853;125830;105;44;12;49
4.7.2027;eBay;N123456-2474;Some Item Description 2376;53612;125831;109;60;14;35
5.7.2027;Amazon;N123456-2475;Some Item Description 2377;52290;125832;145;65;19;61
6.7.2027;Walmart;N123456-2476;Some Item Description 2378;37493;125833;115;33;19;63
7.7.2027;NewEgg;N123456-2477;Some Item Description 2379;22405;125834;198;99;24;75
8.7.2027;Sears;N123456-2478;Some Item Description 2380;39179;125835;145;53;20;72
9.7.2027;eBay;N123456-2479;Some Item Description 2381;26323;125836;80;32;11;37
10.7.2027;Amazon;N123456-2480;Some Item Description 2382;23237;125837;111;52;20;39
11.7.2027;Walmart;N123456-2481;Some Item Description 2383;42417;125838;121;45;20;56
12.7.2027;NewEgg;N123456-2482;Some Item Description 2384;24362;125839;68;31;21;16
13.7.2027;Sears;N123456-2483;Some Item Description 2385;52291;125840;205;97;17;91
14.7.2027;eBay;N123456-2484;Some Item Description 2386;32512;125841;161;58;16;87
15.7.2027;Amazon;N123456-2485;Some Item Description 2387;27387;125842;121;51;19;51
16.7.2027;Walmart;N123456-2486;Some Item Description 2388;33684;125843;143;81;17;45
17.7.2027;NewEgg;N123456-2487;Some Item Description 2389;49303;125844;123;46;18;59
18.7.2027;Sears;N123456-2488;Some Item Description 2390;26878;125845;142;73;13;56
19.7.2027;eBay;N123456-2489;Some Item Description 2391;37699;125846;138;66;12;60
20.7.2027;Amazon;N123456-2490;Some Item Description 2392;52235;125847;219;87;20;112
21.7.2027;Walmart;N123456-2491;Some Item Description 2393;31984;125848;94;43;10;41
22.7.2027;NewEgg;N123456-2492;Some Item Description 2394;40777;125849;83;40;18;25
23.7.2027;Sears;N123456-2493;Some Item Description 2395;45296;125850;165;89;21;55
24.7.2027;eBay;N123456-2494;Some Item Description 2396;48797;125851;196;75;13;108
25.7.2027;Amazon;N123456-2495;Some Item Description 2397;44012;125852;170;93;19;58
26.7.2027;Walmart;N123456-2496;Some Item Description 2398;33045;125853;165;90;21;54
27.7.2027;NewEgg;N123456-2497;Some Item Description 2399;37724;125854;138;54;17;67
28.7.2027;Sears;N123456-2498;Some Item Description 2400;52298;125855;104;38;24;42
29.7.2027;eBay;N123456-2499;Some Item Description 2401;23787;125856;107;52;22;33
30.7.2027;Amazon;N123456-2500;Some Item Description 2402;26967;125857;159;77;23;59
31.7.2027;Walmart;N123456-2501;Some Item Description 2403;35208;125858;216;86;20;110
1.8.2027;NewEgg;N123456-2502;Some Item Description 2404;30584;125859;232;93;10;129
2.8.2027;Sears;N123456-2503;Some Item Description 2405;27272;125860;207;89;11;107
3.8.2027;eBay;N123456-2504;Some Item Description 2406;40304;125861;190;96;17;77
4.8.2027;Amazon;N123456-2505;Some Item Description 2407;36817;125862;201;86;13;102
5.8.2027;Walmart;N123456-2506;Some Item Description 2408;48092;125863;105;38;25;42
6.8.2027;NewEgg;N123456-2507;Some Item Description 2409;24525;125864;146;96;10;40
7.8.2027;Sears;N123456-2508;Some Item Description 2410;34670;125865;173;96;23;54
8.8.2027;eBay;N123456-2509;Some Item Description 2411;48049;125866;114;43;12;59
9.8.2027;Amazon;N123456-2510;Some Item Description 2412;54531;125867;168;95;23;50
10.8.2027;Walmart;N123456-2511;Some Item Description 2413;43809;125868;178;90;11;77
11.8.2027;NewEgg;N123456-2512;Some Item Description 2414;35383;125869;120;79;24;17
12.8.2027;Sears;N123456-2513;Some Item Description 2415;22541;125870;84;31;19;34
13.8.2027;eBay;N123456-2514;Some Item Description 2416;51793;125871;151;83;12;56
14.8.2027;Amazon;N123456-2515;Some Item Description 2417;24535;125872;132;67;25;40
15.8.2027;Walmart;N123456-2516;Some Item Description 2418;27892;125873;121;81;18;22
16.8.2027;NewEgg;N123456-2517;Some Item Description 2419;53853;125874;133;87;13;33
17.8.2027;Sears;N123456-2518;Some Item Description 2420;47886;125875;140;68;17;55
18.8.2027;eBay;N123456-2519;Some Item Description 2421;22248;125876;190;89;17;84
19.8.2027;Amazon;N123456-2520;Some Item Description 2422;52985;125877;151;61;11;79
20.8.2027;Walmart;N123456-2521;Some Item Description 2423;49113;125878;132;65;10;57
21.8.2027;NewEgg;N123456-2522;Some Item Description 2424;54951;125879;87;49;18;20
22.8.2027;Sears;N123456-2523;Some Item Description 2425;25414;125880;153;88;22;43
23.8.2027;eBay;N123456-2524;Some Item Description 2426;51723;125881;145;61;20;64
24.8.2027;Amazon;N123456-2525;Some Item Description 2427;42536;125882;137;89;17;31
25.8.2027;Walmart;N123456-2526;Some Item Description 2428;40590;125883;93;50;25;18
26.8.2027;NewEgg;N123456-2527;Some Item Description 2429;34996;125884;164;83;22;59
27.8.2027;Sears;N123456-2528;Some Item Description 2430;51337;125885;207;88;18;101
28.8.2027;eBay;N123456-2529;Some Item Description 2431;35502;125886;151;64;19;68
29.8.2027;Amazon;N123456-2530;Some Item Description 2432;55447;125887;149;97;25;27
30.8.2027;Walmart;N123456-2531;Some Item Description 2433;24131;125888;196;100;23;73
31.8.2027;NewEgg;N123456-2532;Some Item Description 2434;49083;125889;124;57;23;44
1.9.2027;Sears;N123456-2533;Some Item Description 2435;28453;125890;112;46;18;48
2.9.2027;eBay;N123456-2534;Some Item Description 2436;46883;125891;224;96;22;106
3.9.2027;Amazon;N123456-2535;Some Item Description 2437;32236;125892;143;48;22;73
4.9.2027;Walmart;N123456-2536;Some Item Description 2438;36945;125893;163;94;18;51
5.9.2027;NewEgg;N123456-2537;Some Item Description 2439;53525;125894;83;32;13;38
6.9.2027;Sears;N123456-2538;Some Item Description 2440;31488;125895;166;83;10;73
7.9.2027;eBay;N123456-2539;Some Item Description 2441;39540;125896;111;52;12;47
8.9.2027;Amazon;N123456-2540;Some Item Description 2442;55056;125897;93;61;12;20
9.9.2027;Walmart;N123456-2541;Some Item Description 2443;43153;125898;110;43;13;54
10.9.2027;NewEgg;N123456-2542;Some Item Description 2444;23136;125899;85;33;16;36
11.9.2027;Sears;N123456-2543;Some Item Description 2445;47289;125900;132;60;20;52
12.9.2027;eBay;N123456-2544;Some Item Description 2446;29440;125901;128;80;23;25
13.9.2027;Amazon;N123456-2545;Some Item Description 2447;25215;125902;109;55;22;32
14.9.2027;Walmart;N123456-2546;Some Item Description 2448;49190;125903;115;80;14;21
15.9.2027;NewEgg;N123456-2547;Some Item Description 2449;32476;125904;184;74;21;89
16.9.2027;Sears;N123456-2548;Some Item Description 2450;34379;125905;113;42;12;59
17.9.2027;eBay;N123456-2549;Some Item Description 2451;22407;125906;135;71;16;48
18.9.2027;Amazon;N123456-2550;Some Item Description 2452;29545;125907;112;50;20;42
19.9.2027;Walmart;N123456-2551;Some Item Description 2453;28454;125908;149;58;15;76
20.9.2027;NewEgg;N123456-2552;Some Item Description 2454;43128;125909;184;85;24;75
21.9.2027;Sears;N123456-2553;Some Item Description 2455;45973;125910;137;85;13;39
22.9.2027;eBay;N123456-2554;Some Item Description 2456;53842;125911;195;100;16;79
23.9.2027;Amazon;N123456-2555;Some Item Description 2457;33068;125912;127;87;22;18
24.9.2027;Walmart;N123456-2556;Some Item Description 2458;37994;125913;115;54;16;45
25.9.2027;NewEgg;N123456-2557;Some Item Description 2459;43918;125914;139;90;11;38
26.9.2027;Sears;N123456-2558;Some Item Description 2460;30681;125915;104;48;21;35
27.9.2027;eBay;N123456-2559;Some Item Description 2461;30122;125916;156;71;16;69
28.9.2027;Amazon;N123456-2560;Some Item Description 2462;28656;125917;118;82;11;25
29.9.2027;Walmart;N123456-2561;Some Item Description 2463;44413;125918;133;54;19;60
30.9.2027;NewEgg;N123456-2562;Some Item Description 2464;43898;125919;149;91;22;36
1.10.2027;Sears;N123456-2563;Some Item Description 2465;49494;125920;116;73;10;33
2.10.2027;eBay;N123456-2564;Some Item Description 2466;47615;125921;154;71;14;69
3.10.2027;Amazon;N123456-2565;Some Item Description 2467;29791;125922;193;80;11;102
4.10.2027;Walmart;N123456-2566;Some Item Description 2468;22578;125923;100;63;15;22
5.10.2027;NewEgg;N123456-2567;Some Item Description 2469;47956;125924;97;66;14;17
6.10.2027;Sears;N123456-2568;Some Item Description 2470;55050;125925;88;30;15;43
7.10.2027;eBay;N123456-2569;Some Item Description 2471;37175;125926;123;85;21;17
8.10.2027;Amazon;N123456-2570;Some Item Description 2472;35333;125927;121;61;12;48
9.10.2027;Walmart;N123456-2571;Some Item Description 2473;53072;125928;190;97;20;73
10.10.2027;NewEgg;N123456-2572;Some Item Description 2474;36173;125929;148;75;18;55
11.10.2027;Sears;N123456-2573;Some Item Description 2475;51144;125930;120;54;12;54
12.10.2027;eBay;N123456-2574;Some Item Description 2476;53588;125931;135;97;23;15
13.10.2027;Amazon;N123456-2575;Some Item Description 2477;40655;125932;171;93;16;62
14.10.2027;Walmart;N123456-2576;Some Item Description 2478;43984;125933;99;44;11;44
15.10.2027;NewEgg;N123456-2577;Some Item Description 2479;44956;125934;122;92;12;18
16.10.2027;Sears;N123456-2578;Some Item Description 2480;38493;125935;127;61;20;46
17.10.2027;eBay;N123456-2579;Some Item Description 2481;44145;125936;105;37;25;43
18.10.2027;Amazon;N123456-2580;Some Item Description 2482;45259;125937;95;59;15;21
19.10.2027;Walmart;N123456-2581;Some Item Description 2483;35883;125938;120;44;10;66
20.10.2027;NewEgg;N123456-2582;Some Item Description 2484;44164;125939;86;30;20;36
21.10.2027;Sears;N123456-2583;Some Item Description 2485;46190;125940;120;43;16;61
22.10.2027;eBay;N123456-2584;Some Item Description 2486;40867;125941;136;84;20;32
23.10.2027;Amazon;N123456-2585;Some Item Description 2487;37941;125942;180;72;10;98
24.10.2027;Walmart;N123456-2586;Some Item Description 2488;52021;125943;119;44;23;52
25.10.2027;NewEgg;N123456-2587;Some Item Description 2489;55037;125944;108;63;11;34
26.10.2027;Sears;N123456-2588;Some Item Description 2490;30271;125945;123;86;13;24
27.10.2027;eBay;N123456-2589;Some Item Description 2491;53448;125946;189;84;13;92
28.10.2027;Amazon;N123456-2590;Some Item Description 2492;28345;125947;141;80;12;49
29.10.2027;Walmart;N123456-2591;Some Item Description 2493;25419;125948;149;61;22;66
30.10.2027;NewEgg;N123456-2592;Some Item Description 2494;31744;125949;113;74;17;22
31.10.2027;Sears;N123456-2593;Some Item Description 2495;40676;125950;144;68;21;55
1.11.2027;eBay;N123456-2594;Some Item Description 2496;38337;125951;84;31;15;38
2.11.2027;Amazon;N123456-2595;Some Item Description 2497;41228;125952;146;63;21;62
3.11.2027;Walmart;N123456-2596;Some Item Description 2498;28630;125953;108;42;10;56
4.11.2027;NewEgg;N123456-2597;Some Item Description 2499;26573;125954;160;56;14;90
5.11.2027;Sears;N123456-2598;Some Item Description 2500;25904;125955;143;56;13;74
6.11.2027;eBay;N123456-2599;Some Item Description 2501;28106;125956;168;86;16;66
7.11.2027;Amazon;N123456-2600;Some Item Description 2502;35729;125957;109;35;21;53
8.11.2027;Walmart;N123456-2601;Some Item Description 2503;53623;125958;150;89;19;42
9.11.2027;NewEgg;N123456-2602;Some Item Description 2504;24306;125959;126;71;20;35
10.11.2027;Sears;N123456-2603;Some Item Description 2505;47318;125960;107;53;22;32
11.11.2027;eBay;N123456-2604;Some Item Description 2506;38138;125961;137;47;13;77
12.11.2027;Amazon;N123456-2605;Some Item Description 2507;38204;125962;136;77;24;35
13.11.2027;Walmart;N123456-2606;Some Item Description 2508;38753;125963;139;52;24;63
14.11.2027;NewEgg;N123456-2607;Some Item Description 2509;25928;125964;139;61;24;54
15.11.2027;Sears;N123456-2608;Some Item Description 2510;35454;125965;235;98;15;122
16.11.2027;eBay;N123456-2609;Some Item Description 2511;34953;125966;164;96;17;51
17.11.2027;Amazon;N123456-2610;Some Item Description 2512;43064;125967;102;41;13;48
18.11.2027;Walmart;N123456-2611;Some Item Description 2513;22561;125968;128;94;13;21
19.11.2027;NewEgg;N123456-2612;Some Item Description 2514;33232;125969;125;41;21;63
20.11.2027;Sears;N123456-2613;Some Item Description 2515;39163;125970;147;86;17;44
21.11.2027;eBay;N123456-2614;Some Item Description 2516;24676;125971;110;70;18;22
22.11.2027;Amazon;N123456-2615;Some Item Description 2517;46823;125972;111;68;10;33
23.11.2027;Walmart;N123456-2616;Some Item Description 2518;49401;125973;168;74;24;70
24.11.2027;NewEgg;N123456-2617;Some Item Description 2519;33934;125974;122;50;11;61
25.11.2027;Sears;N123456-2618;Some Item Description 2520;37858;125975;164;66;15;83
26.11.2027;eBay;N123456-2619;Some Item Description 2521;23207;125976;137;83;13;41
27.11.2027;Amazon;N123456-2620;Some Item Description 2522;34398;125977;115;46;11;58
28.11.2027;Walmart;N123456-2621;Some Item Description 2523;29584;125978;140;76;16;48
29.11.2027;NewEgg;N123456-2622;Some Item Description 2524;43537;125979;175;74;12;89
30.11.2027;Sears;N123456-2623;Some Item Description 2525;44836;125980;101;60;24;17
1.12.2027;eBay;N123456-2624;Some Item Description 2526;28367;125981;204;87;11;106
2.12.2027;Amazon;N123456-2625;Some Item Description 2527;25524;125982;146;61;25;60
3.12.2027;Walmart;N123456-2626;Some Item Description 2528;44016;125983;104;73;15;16
4.12.2027;NewEgg;N123456-2627;Some Item Description 2529;38576;125984;124;39;13;72
5.12.2027;Sears;N123456-2628;Some Item Description 2530;43167;125985;204;90;22;92
6.12.2027;eBay;N123456-2629;Some Item Description 2531;42281;125986;184;75;24;85
7.12.2027;Amazon;N123456-2630;Some Item Description 2532;40993;125987;124;70;22;32
8.12.2027;Walmart;N123456-2631;Some Item Description 2533;44577;125988;125;85;22;18
9.12.2027;NewEgg;N123456-2632;Some Item Description 2534;22950;125989;118;49;13;56
10.12.2027;Sears;N123456-2633;Some Item Description 2535;37179;125990;154;91;21;42
11.12.2027;eBay;N123456-2634;Some Item Description 2536;45535;125991;80;42;22;16
12.12.2027;Amazon;N123456-2635;Some Item Description 2537;36772;125992;86;45;24;17
13.12.2027;Walmart;N123456-2636;Some Item Description 2538;44462;125993;157;75;15;67
14.12.2027;NewEgg;N123456-2637;Some Item Description 2539;42456;125994;177;87;19;71
15.12.2027;Sears;N123456-2638;Some Item Description 2540;52134;125995;146;52;20;74
16.12.2027;eBay;N123456-2639;Some Item Description 2541;32003;125996;105;69;20;16
17.12.2027;Amazon;N123456-2640;Some Item Description 2542;51241;125997;156;69;20;67
18.12.2027;Walmart;N123456-2641;Some Item Description 2543;52751;125998;103;56;10;37
19.12.2027;NewEgg;N123456-2642;Some Item Description 2544;51901;125999;143;77;12;54
20.12.2027;Sears;N123456-2643;Some Item Description 2545;48805;126000;154;69;18;67
21.12.2027;eBay;N123456-2644;Some Item Description 2546;23755;126001;82;34;19;29
22.12.2027;Amazon;N123456-2645;Some Item Description 2547;26345;126002;154;52;15;87
23.12.2027;Walmart;N123456-2646;Some Item Description 2548;23592;126003;75;30;18;27
24.12.2027;NewEgg;N123456-2647;Some Item Description 2549;25979;126004;109;39;21;49
25.12.2027;Sears;N123456-2648;Some Item Description 2550;27793;126005;174;85;14;75
26.12.2027;eBay;N123456-2649;Some Item Description 2551;23846;126006;129;81;16;32
27.12.2027;Amazon;N123456-2650;Some Item Description 2552;22586;126007;91;33;11;47
28.12.2027;Walmart;N123456-2651;Some Item Description 2553;34018;126008;124;45;24;55
29.12.2027;NewEgg;N123456-2652;Some Item Description 2554;33423;126009;85;30;25;30
30.12.2027;Sears;N123456-2653;Some Item Description 2555;34796;126010;200;94;25;81
31.12.2027;eBay;N123456-2654;Some Item Description 2556;30961;126011;122;71;12;39
1.1.2028;Amazon;N123456-2655;Some Item Description 2557;54509;126012;139;70;18;51
2.1.2028;Walmart;N123456-2656;Some Item Description 2558;33807;126013;84;51;16;17
3.1.2028;NewEgg;N123456-2657;Some Item Description 2559;40374;126014;179;85;25;69
4.1.2028;Sears;N123456-2658;Some Item Description 2560;50181;126015;188;92;24;72
5.1.2028;eBay;N123456-2659;Some Item Description 2561;53321;126016;142;90;20;32
6.1.2028;Amazon;N123456-2660;Some Item Description 2562;44790;126017;181;100;21;60
7.1.2028;Walmart;N123456-2661;Some Item Description 2563;54605;126018;153;58;12;83
8.1.2028;NewEgg;N123456-2662;Some Item Description 2564;28106;126019;80;34;15;31
9.1.2028;Sears;N123456-2663;Some Item Description 2565;25063;126020;177;73;23;81
10.1.2028;eBay;N123456-2664;Some Item Description 2566;47913;126021;146;53;24;69
11.1.2028;Amazon;N123456-2665;Some Item Description 2567;40588;126022;145;62;17;66
12.1.2028;Walmart;N123456-2666;Some Item Description 2568;43988;126023;224;100;11;113
13.1.2028;NewEgg;N123456-2667;Some Item Description 2569;30002;126024;101;56;18;27
14.1.2028;Sears;N123456-2668;Some Item Description 2570;47009;126025;191;94;22;75
15.1.2028;eBay;N123456-2669;Some Item Description 2571;49721;126026;114;39;22;53
16.1.2028;Amazon;N123456-2670;Some Item Description 2572;42027;126027;107;36;19;52
17.1.2028;Walmart;N123456-2671;Some Item Description 2573;42961;126028;84;33;24;27
18.1.2028;NewEgg;N123456-2672;Some Item Description 2574;34680;126029;110;39;25;46
19.1.2028;Sears;N123456-2673;Some Item Description 2575;44525;126030;98;42;20;36
20.1.2028;eBay;N123456-2674;Some Item Description 2576;50377;126031;95;49;11;35
21.1.2028;Amazon;N123456-2675;Some Item Description 2577;37114;126032;186;91;13;82
22.1.2028;Walmart;N123456-2676;Some Item Description 2578;30388;126033;95;53;10;32
